time,current_a,current_b,y,pres_line,temp,reciprocating_speed,freq,current,pres_head,pres_intake,temp_engine,load_engine
2021-08-15 00:00:00,,,,1.0854280436877617,,,,,1.1550545483877466,,,
2021-08-15 01:00:00,,,,1.1359420173466117,,,,,1.203916191090765,,,
2021-08-15 02:00:00,,,,1.1409412142627684,,,,,1.2059932646353018,,,
2021-08-15 03:00:00,,,101.802429199219,1.1207235785416,,,,,1.1923612091391218,,,
2021-08-15 04:00:00,,,,1.1211652746546734,,,,,1.1903446328822933,,,
2021-08-15 05:00:00,,,,1.0664351108255719,,,,,1.139446248159875,,,
2021-08-15 06:00:00,,,,1.0945430452939267,,,,,1.1653794188227218,,,
2021-08-15 07:00:00,,,,1.1640901060070683,,,,,1.236181411200065,,,
2021-08-15 08:00:00,,,,1.1663788949566334,,,,,1.2380366613563467,,,
2021-08-15 09:00:00,,,103.759315490723,1.1437520077096033,,,,,1.2148460344027916,,,
2021-08-15 10:00:00,,,,1.0830388692579518,,,,,1.155215874488295,,,
2021-08-15 11:00:00,,,,1.0746265660134933,,,,,1.1451531589667068,,,
2021-08-15 12:00:00,,,,1.1093800192740118,,,,,1.1816531892153517,,,
2021-08-15 13:00:00,,,,1.1903911018310318,,,,,1.2621145818629118,,,
2021-08-15 14:00:00,,,,1.19468760038548,,,,,1.2667527072536233,,,
2021-08-15 15:00:00,,,102.466377258301,1.1849702858978466,,,,,1.2579402690112718,,,
2021-08-15 16:00:00,,,,1.11917764214584,,,,,1.190203472544315,,,
2021-08-15 17:00:00,,,,1.11419852232573,,,,,1.1842545725866633,,,
2021-08-15 18:00:00,,,,1.1194787985865717,,,,,1.186513137994315,,,
2021-08-15 19:00:00,,,,1.2895518792161917,,,,,1.3590715682913548,,,
2021-08-15 20:00:00,,,,1.2344804047542566,,,,,1.3042206941055465,,,
2021-08-15 21:00:00,,,102.752815246582,1.2072357854159983,,,,,1.2750811671943383,,,
2021-08-15 22:00:00,,,,1.2140820751686483,,,,,1.28520438000363,,,
2021-08-15 23:00:00,,,,1.2253654031480898,,,,,1.2940974812962533,,,
2021-08-16 00:00:00,,,,1.2458641182139416,,,,,1.31339611607413,,,
2021-08-16 01:00:00,,,,1.2657805974943768,,,,,1.3379176833571984,,,
2021-08-16 02:00:00,,,,1.2247831673626732,,,,,1.2962350521284967,,,
2021-08-16 03:00:00,,,104.332069396973,1.2061315451333117,,,,,1.27729940107685,,,
2021-08-16 04:00:00,,,,1.1103035656922584,,,,,1.1809675532880266,,,
2021-08-16 05:00:00,,,,1.111568422743335,,,,,1.180967553288025,,,
2021-08-16 06:00:00,,,,1.155055412785095,,,,,1.2202504587710983,,,
2021-08-16 07:00:00,,,,1.2493776100224865,,,,,1.320514630260745,,,
2021-08-16 08:00:00,,,,1.25445711532284,,,,,1.3226925326181183,,,
2021-08-16 09:00:00,,,102.521987915039,1.2322920012849334,,,,,1.3041601968178433,,,
2021-08-16 10:00:00,,,,1.1345165435271434,,,,,1.2057512754844832,,,
2021-08-16 11:00:00,,,,1.107593157725665,,,,,1.1779628546653484,,,
2021-08-16 12:00:00,,,,1.0774373594603266,,,,,1.1498517816451235,,,
2021-08-16 13:00:00,,,,1.162202858978475,,,,,1.237250196616185,,,
